Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date,Neighborhoods_from_gw34_aa8i,Neighborhoods_from_5jp5_kw3x,New Neighborhoods_from_s3dq_ztay,layer_0_from_mgnu_zr5s,layer_0_from_yr99_sgmi,LA Neighborhoods_from_5ikr_59ci,City Boundaries_from_22pk_kkuz,Los Angeles Incorporated Cities,la_county_tracts_from_jczq_z5ui,DPW_CITY_BOUNDARIES_from_dmu2_xaer,Neighborhoods_from_9utn_waje_1,LA County Regions Map,Los Angeles Neighborhood Map,Regions_from_qspe_35qg,Census Tracts_from_jczq_z5ui,Neighborhoods_from_9utn_waje
Health,Asthma,Asthma-Related ER Visits,2014,35.752954,"Census Tract 1918.20, Los Angeles County, California",191820,Hollywood,1400000US06037191820,"(34.0852895, -118.3276995)",Asthma_Related_ER_Visits_2014_1400000US06037191820,01/01/2014,239,239,239,240,239,108,76,76,1643,305,115,3,115,3,1643,115
Health,Asthma,Asthma-Related ER Visits,2014,59.489541,"Census Tract 1041.05, Los Angeles County, California",104105,Pacoima,1400000US06037104105,"(34.276146, -118.404645)",Asthma_Related_ER_Visits_2014_1400000US06037104105,01/01/2014,97,98,100,98,98,167,76,76,201,305,172,9,172,9,201,172
Health,Asthma,Asthma-Related ER Visits,2014,27.007058,"Census Tract 3107.01, Los Angeles County, California",310701,Burbank,1400000US06037310701,"(34.185479, -118.3132075)",Asthma_Related_ER_Visits_2014_1400000US06037310701,01/01/2014,182,182,181,181,185,33,36,36,623,266,28,9,28,9,623,28
Health,Asthma,Asthma-Related ER Visits,2014,38.684796,"Census Tract 2115, Los Angeles County, California",211500,Windsor Square,1400000US06037211500,"(34.0725965, -118.316)",Asthma_Related_ER_Visits_2014_1400000US06037211500,01/01/2014,174,174,105,166,151,270,76,76,1915,305,270,3,270,3,1915,270
Health,Asthma,Asthma-Related ER Visits,2014,49.73,"Census Tract 1837.01, Los Angeles County, California",183701,Highland Park,1400000US06037183701,"(34.108515, -118.186489)",Asthma_Related_ER_Visits_2014_1400000US06037183701,01/01/2014,118,118,121,118,120,105,76,76,234,305,111,6,111,6,234,111
Health,Asthma,Asthma-Related ER Visits,2014,51.53,"Census Tract 2287.20, Los Angeles County, California",228720,Central-Alameda,1400000US06037228720,"(33.9993695, -118.2499415)",Asthma_Related_ER_Visits_2014_1400000US06037228720,01/01/2014,241,241,241,242,241,40,76,76,369,305,43,12,43,12,369,43
Health,Asthma,Asthma-Related ER Visits,2014,46.4,"Census Tract 2015.04, Los Angeles County, California",201504,El Sereno,1400000US06037201504,"(34.0810995, -118.1730255)",Asthma_Related_ER_Visits_2014_1400000US06037201504,01/01/2014,153,153,152,149,150,75,76,76,2157,305,79,4,79,4,2157,79
Health,Asthma,Asthma-Related ER Visits,2014,77.096937,"Census Tract 5730.04, Los Angeles County, California",573004,Long Beach,1400000US06037573004,"(33.7934855, -118.196468)",Asthma_Related_ER_Visits_2014_1400000US06037573004,01/01/2014,10,10,10,10,10,137,49,49,1768,280,144,5,144,5,1768,144
Health,Asthma,Asthma-Related ER Visits,2014,13.23,"Census Tract 2641.03, Los Angeles County, California",264103,Brentwood,1400000US06037264103,"(34.0553735, -118.466128)",Asthma_Related_ER_Visits_2014_1400000US06037264103,01/01/2014,64,65,64,63,63,31,76,76,1999,305,34,16,34,16,1999,34
Health,Asthma,Asthma-Related ER Visits,2014,62.72,"Census Tract 5542.04, Los Angeles County, California",554204,Bellflower,1400000US06037554204,"(33.8856885, -118.126066)",Asthma_Related_ER_Visits_2014_1400000US06037554204,01/01/2014,215,215,217,221,221,23,58,58,331,307,22,14,22,14,331,22
Health,Asthma,Asthma-Related ER Visits,2014,21.15,"Census Tract 4087.22, Los Angeles County, California",408722,Rowland Heights,1400000US06037408722,"(33.9698315, -117.9034445)",Asthma_Related_ER_Visits_2014_1400000US06037408722,01/01/2014,231,231,231,233,232,192,,,1332,325,197,10,197,10,1332,197
Health,Asthma,Asthma-Related ER Visits,2014,42.408327,"Census Tract 4081.40, Los Angeles County, California",408140,South San Jose Hills,1400000US06037408140,"(34.0091825, -117.9035275)",Asthma_Related_ER_Visits_2014_1400000US06037408140,01/01/2014,189,189,188,186,192,218,,,1329,316,222,10,222,10,1329,222
Health,Asthma,Asthma-Related ER Visits,2014,37.133664,"Census Tract 1952.02, Los Angeles County, California",195202,Los Feliz,1400000US06037195202,"(34.102058, -118.279132)",Asthma_Related_ER_Visits_2014_1400000US06037195202,01/01/2014,221,221,224,229,228,140,76,76,1527,305,146,3,146,3,1527,146
Health,Asthma,Asthma-Related ER Visits,2014,59.635074,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,"(34.232289, -118.4180405)",Asthma_Related_ER_Visits_2014_1400000US06037119001,01/01/2014,162,162,164,172,161,10,76,76,1572,305,11,9,11,9,1572,11
Health,Asthma,Asthma-Related ER Visits,2014,47.08,"Census Tract 4333.02, Los Angeles County, California",433302,El Monte,1400000US06037433302,"(34.062295, -118.0160455)",Asthma_Related_ER_Visits_2014_1400000US06037433302,01/01/2014,123,123,126,123,127,73,65,65,1077,323,77,10,77,10,1077,77
Health,Asthma,Asthma-Related ER Visits,2014,75.43000000000001,"Census Tract 5705.02, Los Angeles County, California",570502,Long Beach,1400000US06037570502,"(33.867406, -118.167641)",Asthma_Related_ER_Visits_2014_1400000US06037570502,01/01/2014,10,10,10,10,10,137,49,49,2032,280,144,5,144,5,2032,144
Health,Asthma,Asthma-Related ER Visits,2014,61.19106,"Census Tract 5532, Los Angeles County, California",553200,Bellflower,1400000US06037553200,"(33.905905, -118.121044)",Asthma_Related_ER_Visits_2014_1400000US06037553200,01/01/2014,215,215,217,221,221,23,58,58,1719,307,22,14,22,14,1719,22
Health,Asthma,Asthma-Related ER Visits,2014,26.229822,"Census Tract 1416, Los Angeles County, California",141600,Sherman Oaks,1400000US06037141600,"(34.1376705, -118.459396)",Asthma_Related_ER_Visits_2014_1400000US06037141600,01/01/2014,264,264,264,264,264,206,76,76,1139,305,211,9,211,9,1139,211
Health,Asthma,Asthma-Related ER Visits,2014,103,"Census Tract 5753, Los Angeles County, California",575300,Long Beach,1400000US06037575300,"(33.786223, -118.185031)",Asthma_Related_ER_Visits_2014_1400000US06037575300,01/01/2014,10,10,10,10,10,137,49,49,1791,280,144,5,144,5,1791,144
Health,Asthma,Asthma-Related ER Visits,2014,29.115655,"Census Tract 4016.01, Los Angeles County, California",401601,La Verne,1400000US06037401601,"(34.115101, -117.77002)",Asthma_Related_ER_Visits_2014_1400000US06037401601,01/01/2014,206,206,206,209,210,128,44,44,261,205,136,7,136,7,261,136
Health,Asthma,Asthma-Related ER Visits,2014,37.386242,"Census Tract 1958.02, Los Angeles County, California",195802,Westlake,1400000US06037195802,"(34.0756415, -118.2780525)",Asthma_Related_ER_Visits_2014_1400000US06037195802,01/01/2014,166,166,167,164,170,258,76,76,2341,305,258,3,258,3,2341,258
Health,Asthma,Asthma-Related ER Visits,2014,26.762389,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,1400000US06037211120,"(34.0652025, -118.286978)",Asthma_Related_ER_Visits_2014_1400000US06037211120,01/01/2014,166,166,167,164,170,258,76,76,1914,305,258,3,258,3,1914,258
Health,Asthma,Asthma-Related ER Visits,2014,52.367951,"Census Tract 5403, Los Angeles County, California",540300,Lynwood,1400000US06037540300,"(33.9340825, -118.219672)",Asthma_Related_ER_Visits_2014_1400000US06037540300,01/01/2014,68,69,67,66,66,141,21,21,1213,248,147,14,147,14,1213,147
Health,Asthma,Asthma-Related ER Visits,2014,42.29,"Census Tract 5308.02, Los Angeles County, California",530802,East Los Angeles,1400000US06037530802,"(34.052195, -118.1814815)",Asthma_Related_ER_Visits_2014_1400000US06037530802,01/01/2014,43,43,42,41,41,69,,,132,220,73,4,73,4,132,73
Health,Asthma,Asthma-Related ER Visits,2014,43.14,"Census Tract 2941.20, Los Angeles County, California",294120,Wilmington,1400000US06037294120,"(33.795656, -118.2471535)",Asthma_Related_ER_Visits_2014_1400000US06037294120,01/01/2014,150,150,149,146,147,269,76,76,1385,305,269,5,269,5,1385,269
Health,Asthma,Asthma-Related ER Visits,2014,103.148451,"Census Tract 2410.02, Los Angeles County, California",241002,Green Meadows,1400000US06037241002,"(33.925538, -118.2615615)",Asthma_Related_ER_Visits_2014_1400000US06037241002,01/01/2014,139,139,144,141,142,90,76,76,472,305,90,12,90,12,472,90
Health,Asthma,Asthma-Related ER Visits,2014,58.243666,"Census Tract 5418.01, Los Angeles County, California",541801,Lynwood,1400000US06037541801,"(33.912196, -118.1945165)",Asthma_Related_ER_Visits_2014_1400000US06037541801,01/01/2014,68,69,67,66,66,141,21,21,1347,248,147,14,147,14,1347,147
Health,Asthma,Asthma-Related ER Visits,2014,46.450406,"Census Tract 1831.04, Los Angeles County, California",183104,Highland Park,1400000US06037183104,"(34.120221, -118.172802)",Asthma_Related_ER_Visits_2014_1400000US06037183104,01/01/2014,118,118,121,118,120,105,76,76,393,305,111,6,111,6,393,111
Health,Asthma,Asthma-Related ER Visits,2014,20.412207,"Census Tract 4033.20, Los Angeles County, California",403320,Diamond Bar,1400000US06037403320,"(34.0058045, -117.7950645)",Asthma_Related_ER_Visits_2014_1400000US06037403320,01/01/2014,75,78,77,76,76,60,61,61,1671,315,64,10,64,10,1671,64
Health,Asthma,Asthma-Related ER Visits,2014,43.78,"Census Tract 5331.04, Los Angeles County, California",533104,Huntington Park,1400000US06037533104,"(33.976533, -118.224446)",Asthma_Related_ER_Visits_2014_1400000US06037533104,01/01/2014,40,40,40,39,39,109,26,26,1699,192,116,14,116,14,1699,116
Health,Asthma,Asthma-Related ER Visits,2014,36.643108,"Census Tract 4309.02, Los Angeles County, California",430902,Monrovia,1400000US06037430902,"(34.1364995, -118.0127975)",Asthma_Related_ER_Visits_2014_1400000US06037430902,01/01/2014,13,13,13,13,13,151,18,18,2112,234,159,10,159,10,2112,159
Health,Asthma,Asthma-Related ER Visits,2014,44.558896,"Census Tract 5512.01, Los Angeles County, California",551201,Downey,1400000US06037551201,"(33.928125, -118.1453215)",Asthma_Related_ER_Visits_2014_1400000US06037551201,01/01/2014,200,200,201,202,204,61,84,84,1762,296,65,14,65,14,1762,65
Health,Asthma,Asthma-Related ER Visits,2014,45.2,"Census Tract 4076.02, Los Angeles County, California",407602,La Puente,1400000US06037407602,"(34.03063, -117.944401)",Asthma_Related_ER_Visits_2014_1400000US06037407602,01/01/2014,66,68,66,65,65,126,62,62,319,318,133,10,133,10,319,133
Health,Asthma,Asthma-Related ER Visits,2014,45.40331,"Census Tract 4340.03, Los Angeles County, California",434003,El Monte,1400000US06037434003,"(34.0462105, -118.022669)",Asthma_Related_ER_Visits_2014_1400000US06037434003,01/01/2014,123,123,126,123,127,73,65,65,395,323,77,10,77,10,395,77
Health,Asthma,Asthma-Related ER Visits,2014,23.26,"Census Tract 2170.02, Los Angeles County, California",217002,Pico-Robertson,1400000US06037217002,"(34.049649, -118.381096)",Asthma_Related_ER_Visits_2014_1400000US06037217002,01/01/2014,90,90,91,90,90,163,76,76,78,305,180,16,180,16,78,180
Health,Asthma,Asthma-Related ER Visits,2014,45.2,"Census Tract 4077.02, Los Angeles County, California",407702,La Puente,1400000US06037407702,"(34.0206605, -117.947234)",Asthma_Related_ER_Visits_2014_1400000US06037407702,01/01/2014,66,68,66,65,65,126,62,62,2133,318,133,10,133,10,2133,133
Health,Asthma,Asthma-Related ER Visits,2014,88.151427,"Census Tract 2077.10, Los Angeles County, California",207710,Downtown,1400000US06037207710,"(34.0467345, -118.2622625)",Asthma_Related_ER_Visits_2014_1400000US06037207710,01/01/2014,219,219,222,227,226,62,76,76,1871,305,66,3,66,3,1871,66
Health,Asthma,Asthma-Related ER Visits,2014,31.78,"Census Tract 2735.02, Los Angeles County, California",273502,Venice,1400000US06037273502,"(33.98764338, -118.4696387)",Asthma_Related_ER_Visits_2014_1400000US06037273502,01/01/2014,16,16,16,16,16,240,76,76,1503,305,245,16,245,16,1503,245
Health,Asthma,Asthma-Related ER Visits,2014,59.605027,"Census Tract 1047.03, Los Angeles County, California",104703,Pacoima,1400000US06037104703,"(34.2551165, -118.399872)",Asthma_Related_ER_Visits_2014_1400000US06037104703,01/01/2014,97,98,100,98,98,167,76,76,1180,305,172,9,172,9,1180,172
Health,Asthma,Asthma-Related ER Visits,2014,20.03,"Census Tract 4807.04, Los Angeles County, California",480704,South Pasadena,1400000US06037480704,"(34.107212, -118.15331)",Asthma_Related_ER_Visits_2014_1400000US06037480704,01/01/2014,209,209,209,213,213,216,34,34,638,257,220,10,220,10,638,220
Health,Asthma,Asthma-Related ER Visits,2014,52.83566,"Census Tract 4617, Los Angeles County, California",461700,Pasadena,1400000US06037461700,"(34.160159, -118.162866)",Asthma_Related_ER_Visits_2014_1400000US06037461700,01/01/2014,251,251,252,250,254,175,41,41,1440,159,183,15,183,15,1440,183
Health,Asthma,Asthma-Related ER Visits,2014,21.53,"Census Tract 5775.04, Los Angeles County, California",577504,Long Beach,1400000US06037577504,"(33.75077078, -118.1235076)",Asthma_Related_ER_Visits_2014_1400000US06037577504,01/01/2014,10,10,10,10,10,137,,,409,166,144,5,144,5,409,144
Health,Asthma,Asthma-Related ER Visits,2014,71.56077500000001,"Census Tract 2328, Los Angeles County, California",232800,South Park,1400000US06037232800,"(33.9924525, -118.2771805)",Asthma_Related_ER_Visits_2014_1400000US06037232800,01/01/2014,177,177,177,175,181,215,76,76,1243,305,219,12,219,12,1243,219
Health,Asthma,Asthma-Related ER Visits,2014,42.29,"Census Tract 5311.02, Los Angeles County, California",531102,East Los Angeles,1400000US06037531102,"(34.036199, -118.1810015)",Asthma_Related_ER_Visits_2014_1400000US06037531102,01/01/2014,43,43,42,41,41,69,,,1091,220,73,4,73,4,1091,73
Health,Asthma,Asthma-Related ER Visits,2014,50.345147,"Census Tract 5535.02, Los Angeles County, California",553502,Paramount,1400000US06037553502,"(33.9000805, -118.151439)",Asthma_Related_ER_Visits_2014_1400000US06037553502,01/01/2014,255,255,255,256,256,173,51,51,1720,284,178,14,178,14,1720,178
Health,Asthma,Asthma-Related ER Visits,2014,24.569383,"Census Tract 1414, Los Angeles County, California",141400,Encino,1400000US06037141400,"(34.1568045, -118.475833)",Asthma_Related_ER_Visits_2014_1400000US06037141400,01/01/2014,266,266,266,267,266,79,76,76,1314,305,83,9,83,9,1314,83
Health,Asthma,Asthma-Related ER Visits,2014,64.59999999999999,"Census Tract 5751.03, Los Angeles County, California",575103,Long Beach,1400000US06037575103,"(33.786195, -118.153483)",Asthma_Related_ER_Visits_2014_1400000US06037575103,01/01/2014,10,10,10,10,10,137,49,49,596,280,144,5,144,5,596,144
Health,Asthma,Asthma-Related ER Visits,2014,74.964938,"Census Tract 5717.01, Los Angeles County, California",571701,Long Beach,1400000US06037571701,"(33.850557, -118.2002135)",Asthma_Related_ER_Visits_2014_1400000US06037571701,01/01/2014,10,10,10,10,10,137,49,49,1724,280,144,5,144,5,1724,144
Health,Asthma,Asthma-Related ER Visits,2014,25.69,"Census Tract 4086.31, Los Angeles County, California",408631,Hacienda Heights,1400000US06037408631,"(34.0007955, -117.9583205)",Asthma_Related_ER_Visits_2014_1400000US06037408631,01/01/2014,35,35,12,12,12,93,,,1037,325,97,10,97,10,1037,97
Health,Asthma,Asthma-Related ER Visits,2014,51.53,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,1400000US06037226420,"(34.021775, -118.2569205)",Asthma_Related_ER_Visits_2014_1400000US06037226420,01/01/2014,99,100,102,100,100,55,76,76,1207,305,112,12,112,12,1207,112
Health,Asthma,Asthma-Related ER Visits,2014,19.09,"Census Tract 4034.06, Los Angeles County, California",403406,Walnut,1400000US06037403406,"(34.044617, -117.8547135)",Asthma_Related_ER_Visits_2014_1400000US06037403406,01/01/2014,80,84,82,81,81,248,79,79,823,53,252,10,252,10,823,252
Health,Asthma,Asthma-Related ER Visits,2014,42.62894,"Census Tract 5307, Los Angeles County, California",530700,East Los Angeles,1400000US06037530700,"(34.058801, -118.1809405)",Asthma_Related_ER_Visits_2014_1400000US06037530700,01/01/2014,43,43,42,41,41,69,,,2109,220,73,4,73,4,2109,73
Health,Asthma,Asthma-Related ER Visits,2014,60.369085,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,1400000US06037218800,"(34.037556, -118.323034)",Asthma_Related_ER_Visits_2014_1400000US06037218800,01/01/2014,253,253,253,253,253,11,76,76,1857,305,12,3,12,3,1857,12
Health,Asthma,Asthma-Related ER Visits,2014,28.139658,"Census Tract 5545.22, Los Angeles County, California",554522,Cerritos,1400000US06037554522,"(33.8521495, -118.092538)",Asthma_Related_ER_Visits_2014_1400000US06037554522,01/01/2014,243,243,243,238,244,43,59,59,154,308,45,14,45,14,154,45
Health,Asthma,Asthma-Related ER Visits,2014,36.121744,"Census Tract 3023.01, Los Angeles County, California",302301,Glendale,1400000US06037302301,"(34.1444275, -118.263652)",Asthma_Related_ER_Visits_2014_1400000US06037302301,01/01/2014,214,214,216,220,220,86,38,38,909,15,92,15,92,15,909,92
Health,Asthma,Asthma-Related ER Visits,2014,42.926675,"Census Tract 5433.06, Los Angeles County, California",543306,Carson,1400000US06037543306,"(33.8365455, -118.243931)",Asthma_Related_ER_Visits_2014_1400000US06037543306,01/01/2014,57,57,58,57,57,36,50,50,1709,281,38,5,38,5,1709,38
Health,Asthma,Asthma-Related ER Visits,2014,45.04,"Census Tract 2129, Los Angeles County, California",212900,Arlington Heights,1400000US06037212900,"(34.0501175, -118.321485)",Asthma_Related_ER_Visits_2014_1400000US06037212900,01/01/2014,253,253,253,253,253,11,76,76,341,305,12,3,12,3,341,12
Health,Asthma,Asthma-Related ER Visits,2014,43.787572,"Census Tract 4078.01, Los Angeles County, California",407801,Valinda,1400000US06037407801,"(34.030198, -117.921188)",Asthma_Related_ER_Visits_2014_1400000US06037407801,01/01/2014,96,96,97,95,96,236,,,1534,316,239,10,239,10,1534,239
Health,Asthma,Asthma-Related ER Visits,2014,52.706493,"Census Tract 1211.02, Los Angeles County, California",121102,Sun Valley,1400000US06037121102,"(34.2403885, -118.3845615)",Asthma_Related_ER_Visits_2014_1400000US06037121102,01/01/2014,202,202,202,204,206,198,76,76,1899,305,228,9,228,9,1899,228
Health,Asthma,Asthma-Related ER Visits,2014,35.634019,"Census Tract 4309.01, Los Angeles County, California",430901,Monrovia,1400000US06037430901,"(34.1406955, -118.01286)",Asthma_Related_ER_Visits_2014_1400000US06037430901,01/01/2014,13,13,13,13,13,151,18,18,1381,234,159,10,159,10,1381,159
Health,Asthma,Asthma-Related ER Visits,2014,41.915076,"Census Tract 4613, Los Angeles County, California",461300,Altadena,1400000US06037461300,"(34.1738235, -118.113483)",Asthma_Related_ER_Visits_2014_1400000US06037461300,01/01/2014,44,44,43,42,42,7,,,2091,221,8,15,8,15,2091,8
Health,Asthma,Asthma-Related ER Visits,2014,26.550744,"Census Tract 2123.03, Los Angeles County, California",212303,Koreatown,1400000US06037212303,"(34.059763, -118.2935145)",Asthma_Related_ER_Visits_2014_1400000US06037212303,01/01/2014,188,188,187,185,191,115,76,76,1885,305,29,3,29,3,1885,29
Health,Asthma,Asthma-Related ER Visits,2014,67.33548999999999,"Census Tract 6008.02, Los Angeles County, California",600802,Inglewood,1400000US06037600802,"(33.9671535, -118.335259)",Asthma_Related_ER_Visits_2014_1400000US06037600802,01/01/2014,8,8,8,8,8,112,25,25,1821,253,118,13,118,13,1821,118
Health,Asthma,Asthma-Related ER Visits,2014,47.27,"Census Tract 5024.01, Los Angeles County, California",502401,Pico Rivera,1400000US06037502401,"(33.9762075, -118.0967975)",Asthma_Related_ER_Visits_2014_1400000US06037502401,01/01/2014,169,169,170,167,174,174,77,77,2101,333,179,14,179,14,2101,179
